date,city,latitude,longitude,temperature_c,temperature_max_c,temperature_min_c,humidite_pct,pluie_mm,precipitation_totale_mm,vitesse_vent_max_kmh,code_meteo_dominant,etat_olivier,action_recommandee
2024-10-05,Sfax,34.76274,10.70886,23.2,27.2,19.2,70,1.1,1.1,18.9,51,État Sain,Ne rien faire
2024-10-06,Sfax,34.76274,10.70886,23.2,25.9,20.5,75,3.7,3.7,22.5,53,État Sain,Ne rien faire
2024-10-07,Sfax,34.76274,10.70886,25.3,27.8,22.8,74,0.0,0.0,24.2,3,État Sain,Ne rien faire
2024-10-08,Sfax,34.76274,10.70886,26.3,28.4,24.2,77,0.0,0.0,27.2,3,État Sain,Ne rien faire
2024-10-09,Sfax,34.76274,10.70886,25.05,28.5,21.6,73,0.0,0.0,27.6,3,État Sain,Ne rien faire
2024-10-10,Sfax,34.76274,10.70886,27.65,33.6,21.7,74,0.0,0.0,31.2,3,État Sain,Ne rien faire
2024-10-11,Sfax,34.76274,10.70886,24.6,27.8,21.4,67,0.0,0.0,29.4,3,État Sain,Ne rien faire
2024-10-12,Sfax,34.76274,10.70886,23.75,27.1,20.4,68,0.0,0.0,20.1,2,État Sain,Ne rien faire
2024-10-13,Sfax,34.76274,10.70886,24.95,28.0,21.9,71,0.0,0.0,16.3,3,État Sain,Ne rien faire
2024-10-14,Sfax,34.76274,10.70886,24.65,28.9,20.4,79,0.0,0.0,17.3,3,État Sain,Ne rien faire
2024-10-15,Sfax,34.76274,10.70886,24.75,27.5,22.0,82,0.0,0.0,19.3,3,Risque de Maladie,Surveillance Accrue
2024-10-16,Sfax,34.76274,10.70886,25.0,27.5,22.5,76,0.0,0.0,25.8,3,État Sain,Ne rien faire
2024-10-17,Sfax,34.76274,10.70886,26.3,28.4,24.2,80,0.0,0.0,27.1,3,État Sain,Ne rien faire
2024-10-18,Sfax,34.76274,10.70886,22.9,26.3,19.5,79,0.3,0.3,42.6,51,État Sain,Ne rien faire
2024-10-19,Sfax,34.76274,10.70886,21.25,24.8,17.7,59,0.0,0.0,29.0,3,État Sain,Ne rien faire
2024-10-20,Sfax,34.76274,10.70886,20.55,24.9,16.2,60,0.1,0.1,25.3,51,État Sain,Ne rien faire
2024-10-21,Sfax,34.76274,10.70886,19.75,22.9,16.6,80,30.2,30.2,18.2,65,Risque Fongique,Traitement Préventif
2024-10-22,Sfax,34.76274,10.70886,20.55,22.7,18.4,89,22.9,22.9,29.6,65,Risque Fongique,Traitement Préventif
2024-10-23,Sfax,34.76274,10.70886,21.5,25.1,17.9,87,27.5,27.5,21.9,65,Risque Fongique,Traitement Préventif
2024-10-24,Sfax,34.76274,10.70886,23.75,25.3,22.2,79,0.3,0.3,27.1,51,Risque Fongique,Traitement Préventif
2024-10-25,Sfax,34.76274,10.70886,23.25,24.4,22.1,72,0.0,0.0,27.4,3,Risque Fongique,Traitement Préventif
2024-10-26,Sfax,34.76274,10.70886,23.3,24.9,21.7,76,0.0,0.0,28.1,3,État Sain,Ne rien faire
2024-10-27,Sfax,34.76274,10.70886,24.1,25.4,22.8,77,0.0,0.0,33.3,3,État Sain,Ne rien faire
2024-10-28,Sfax,34.76274,10.70886,23.950000000000003,25.6,22.3,82,0.0,0.0,32.6,3,Risque de Maladie,Surveillance Accrue
2024-10-29,Sfax,34.76274,10.70886,23.7,25.4,22.0,85,0.5,0.5,24.7,51,Risque de Maladie,Surveillance Accrue
2024-10-30,Sfax,34.76274,10.70886,22.7,24.9,20.5,85,0.0,0.0,18.1,3,Risque de Maladie,Surveillance Accrue
2024-10-31,Sfax,34.76274,10.70886,22.1,24.6,19.6,86,2.0,2.0,17.7,53,Risque de Maladie,Surveillance Accrue
2024-11-01,Sfax,34.76274,10.70886,22.0,24.6,19.4,82,0.8,0.8,27.6,53,Risque de Maladie,Surveillance Accrue
2024-11-02,Sfax,34.76274,10.70886,21.950000000000003,24.1,19.8,78,0.0,0.0,23.6,3,État Sain,Ne rien faire
2024-11-03,Sfax,34.76274,10.70886,20.25,23.5,17.0,79,0.0,0.0,14.1,0,État Sain,Ne rien faire
2024-11-04,Sfax,34.76274,10.70886,20.6,24.1,17.1,80,0.0,0.0,14.2,1,État Sain,Ne rien faire
2024-11-05,Sfax,34.76274,10.70886,20.65,23.8,17.5,82,0.0,0.0,16.6,0,Risque de Maladie,Surveillance Accrue
2024-11-06,Sfax,34.76274,10.70886,20.8,24.2,17.4,79,5.6,5.6,14.4,63,État Sain,Ne rien faire
2024-11-07,Sfax,34.76274,10.70886,20.3,24.0,16.6,84,3.5,3.5,22.0,63,Risque de Maladie,Surveillance Accrue
2024-11-08,Sfax,34.76274,10.70886,20.05,23.1,17.0,85,0.8,0.8,11.2,53,Risque de Maladie,Surveillance Accrue
2024-11-09,Sfax,34.76274,10.70886,18.85,22.3,15.4,92,0.0,0.0,12.1,3,État Sain,Ne rien faire
2024-11-10,Sfax,34.76274,10.70886,18.3,21.1,15.5,89,9.5,9.5,20.0,63,Risque Fongique,Traitement Préventif
2024-11-11,Sfax,34.76274,10.70886,18.0,21.4,14.6,83,5.7,5.7,14.9,63,Risque Fongique,Traitement Préventif
2024-11-12,Sfax,34.76274,10.70886,18.25,22.4,14.1,74,0.0,0.0,14.0,3,Risque Fongique,Traitement Préventif
2024-11-13,Sfax,34.76274,10.70886,17.25,21.5,13.0,77,1.0,1.0,9.7,53,État Sain,Ne rien faire
2024-11-14,Sfax,34.76274,10.70886,19.35,24.2,14.5,65,0.0,0.0,11.1,0,État Sain,Ne rien faire
2024-11-15,Sfax,34.76274,10.70886,20.8,25.2,16.4,66,0.0,0.0,12.9,0,État Sain,Ne rien faire
2024-11-16,Sfax,34.76274,10.70886,17.9,21.7,14.1,79,0.0,0.0,10.5,2,État Sain,Ne rien faire
2024-11-17,Sfax,34.76274,10.70886,18.95,24.2,13.7,72,0.0,0.0,17.0,2,État Sain,Ne rien faire
2024-11-18,Sfax,34.76274,10.70886,20.2,25.0,15.4,56,0.0,0.0,16.9,3,État Sain,Ne rien faire
2024-11-19,Sfax,34.76274,10.70886,18.8,23.4,14.2,80,0.0,0.0,11.2,3,État Sain,Ne rien faire
2024-11-20,Sfax,34.76274,10.70886,20.75,25.6,15.9,64,0.1,0.1,18.0,51,État Sain,Ne rien faire
2024-11-21,Sfax,34.76274,10.70886,20.1,23.7,16.5,59,0.0,0.0,15.4,3,État Sain,Ne rien faire
2024-11-22,Sfax,34.76274,10.70886,19.9,25.4,14.4,56,0.0,0.0,16.1,2,État Sain,Ne rien faire
2024-11-23,Sfax,34.76274,10.70886,16.75,20.2,13.3,55,0.0,0.0,18.0,1,État Sain,Ne rien faire
2024-11-24,Sfax,34.76274,10.70886,15.7,21.0,10.4,70,0.7,0.7,13.4,51,État Sain,Ne rien faire
2024-11-25,Sfax,34.76274,10.70886,18.45,20.7,16.2,75,1.6,1.6,13.6,51,État Sain,Ne rien faire
2024-11-26,Sfax,34.76274,10.70886,17.35,21.4,13.3,64,0.0,0.0,15.7,3,État Sain,Ne rien faire
2024-11-27,Sfax,34.76274,10.70886,15.6,20.9,10.3,68,0.0,0.0,9.6,3,État Sain,Ne rien faire
2024-11-28,Sfax,34.76274,10.70886,15.9,21.3,10.5,69,0.0,0.0,9.7,3,État Sain,Ne rien faire
2024-11-29,Sfax,34.76274,10.70886,15.6,21.4,9.8,86,0.0,0.0,9.6,3,État Sain,Ne rien faire
2024-11-30,Sfax,34.76274,10.70886,16.5,20.7,12.3,73,0.0,0.0,21.0,3,État Sain,Ne rien faire
2024-12-01,Sfax,34.76274,10.70886,14.1,18.2,10.0,69,0.0,0.0,14.6,3,État Sain,Ne rien faire
2024-12-02,Sfax,34.76274,10.70886,14.05,18.7,9.4,70,0.0,0.0,13.8,3,État Sain,Ne rien faire
2024-12-03,Sfax,34.76274,10.70886,17.15,22.2,12.1,66,0.1,0.1,11.0,51,État Sain,Ne rien faire
2024-12-04,Sfax,34.76274,10.70886,15.55,20.0,11.1,62,0.0,0.0,18.8,3,État Sain,Ne rien faire
2024-12-05,Sfax,34.76274,10.70886,15.0,17.0,13.0,60,0.8,0.8,30.1,53,État Sain,Ne rien faire
2024-12-06,Sfax,34.76274,10.70886,14.95,17.7,12.2,56,0.0,0.0,28.6,3,État Sain,Ne rien faire
2024-12-07,Sfax,34.76274,10.70886,17.5,22.4,12.6,62,0.0,0.0,21.4,3,État Sain,Ne rien faire
2024-12-08,Sfax,34.76274,10.70886,16.450000000000003,20.6,12.3,52,0.0,0.0,21.4,2,État Sain,Ne rien faire
2024-12-09,Sfax,34.76274,10.70886,13.25,17.1,9.4,50,0.0,0.0,14.3,3,État Sain,Ne rien faire
2024-12-10,Sfax,34.76274,10.70886,13.5,17.9,9.1,47,0.0,0.0,14.7,3,État Sain,Ne rien faire
2024-12-11,Sfax,34.76274,10.70886,13.0,19.1,6.9,65,0.0,0.0,11.1,3,État Sain,Ne rien faire
2024-12-12,Sfax,34.76274,10.70886,16.85,21.3,12.4,89,0.0,0.0,10.0,3,État Sain,Ne rien faire
2024-12-13,Sfax,34.76274,10.70886,16.85,20.8,12.9,89,0.0,0.0,9.5,3,État Sain,Ne rien faire
2024-12-14,Sfax,34.76274,10.70886,15.95,20.6,11.3,80,0.0,0.0,11.6,3,État Sain,Ne rien faire
2024-12-15,Sfax,34.76274,10.70886,13.9,18.4,9.4,69,0.0,0.0,17.6,3,État Sain,Ne rien faire
2024-12-16,Sfax,34.76274,10.70886,13.85,17.0,10.7,64,0.0,0.0,26.3,3,État Sain,Ne rien faire
2024-12-17,Sfax,34.76274,10.70886,13.8,17.4,10.2,70,0.3,0.3,18.1,51,État Sain,Ne rien faire
2024-12-18,Sfax,34.76274,10.70886,13.2,18.2,8.2,68,0.0,0.0,11.2,1,État Sain,Ne rien faire
2024-12-19,Sfax,34.76274,10.70886,11.45,17.6,5.3,62,0.0,0.0,18.4,1,État Sain,Ne rien faire
2024-12-20,Sfax,34.76274,10.70886,16.35,20.9,11.8,47,0.2,0.2,21.9,51,État Sain,Ne rien faire
2024-12-21,Sfax,34.76274,10.70886,13.3,17.3,9.3,54,0.0,0.0,18.6,3,État Sain,Ne rien faire
2024-12-22,Sfax,34.76274,10.70886,13.75,18.3,9.2,58,0.0,0.0,19.6,3,État Sain,Ne rien faire
2024-12-23,Sfax,34.76274,10.70886,12.85,15.6,10.1,48,0.0,0.0,24.7,3,État Sain,Ne rien faire
2024-12-24,Sfax,34.76274,10.70886,11.7,14.6,8.8,53,0.0,0.0,26.8,2,État Sain,Ne rien faire
2024-12-25,Sfax,34.76274,10.70886,11.8,15.3,8.3,60,0.0,0.0,33.3,3,État Sain,Ne rien faire
2024-12-26,Sfax,34.76274,10.70886,12.6,16.6,8.6,62,0.0,0.0,22.7,3,État Sain,Ne rien faire
2024-12-27,Sfax,34.76274,10.70886,12.3,16.0,8.6,78,1.3,1.3,16.7,53,État Sain,Ne rien faire
2024-12-28,Sfax,34.76274,10.70886,13.05,16.8,9.3,77,0.1,0.1,16.2,51,État Sain,Ne rien faire
2024-12-29,Sfax,34.76274,10.70886,13.4,17.6,9.2,75,0.0,0.0,14.4,3,État Sain,Ne rien faire
2024-12-30,Sfax,34.76274,10.70886,13.25,17.1,9.4,80,0.0,0.0,11.6,3,État Sain,Ne rien faire
2024-12-31,Sfax,34.76274,10.70886,13.35,16.0,10.7,87,1.1,1.1,11.2,53,État Sain,Ne rien faire
2025-01-01,Sfax,34.76274,10.70886,15.1,17.4,12.8,81,2.1,2.1,18.7,53,État Sain,Ne rien faire
2025-01-02,Sfax,34.76274,10.70886,14.05,16.2,11.9,89,14.7,14.7,19.4,63,Risque Fongique,Traitement Préventif
2025-01-03,Sfax,34.76274,10.70886,13.4,15.6,11.2,88,13.3,13.3,21.9,61,Risque Fongique,Traitement Préventif
2025-01-04,Sfax,34.76274,10.70886,14.0,18.6,9.4,74,0.0,0.0,10.8,3,Risque Fongique,Traitement Préventif
2025-01-05,Sfax,34.76274,10.70886,13.6,17.4,9.8,76,0.0,0.0,15.5,3,Risque Fongique,Traitement Préventif
2025-01-06,Sfax,34.76274,10.70886,13.75,17.3,10.2,73,0.0,0.0,14.5,3,État Sain,Ne rien faire
2025-01-07,Sfax,34.76274,10.70886,14.6,19.0,10.2,68,0.0,0.0,13.1,3,État Sain,Ne rien faire
2025-01-08,Sfax,34.76274,10.70886,13.2,17.8,8.6,69,0.0,0.0,14.8,0,État Sain,Ne rien faire
2025-01-09,Sfax,34.76274,10.70886,13.4,18.5,8.3,65,0.5,0.5,14.4,51,État Sain,Ne rien faire
2025-01-10,Sfax,34.76274,10.70886,15.15,20.0,10.3,69,0.4,0.4,12.4,51,État Sain,Ne rien faire
2025-01-11,Sfax,34.76274,10.70886,13.7,19.8,7.6,65,0.0,0.0,15.4,3,État Sain,Ne rien faire
2025-01-12,Sfax,34.76274,10.70886,13.55,16.9,10.2,65,1.7,1.7,18.4,55,État Sain,Ne rien faire
2025-01-13,Sfax,34.76274,10.70886,11.3,14.3,8.3,71,0.1,0.1,21.0,51,État Sain,Ne rien faire
2025-01-14,Sfax,34.76274,10.70886,11.05,14.1,8.0,76,4.5,4.5,27.9,61,État Sain,Ne rien faire
2025-01-15,Sfax,34.76274,10.70886,11.8,15.2,8.4,73,0.1,0.1,20.7,51,État Sain,Ne rien faire
2025-01-16,Sfax,34.76274,10.70886,9.4,13.9,4.9,83,6.9,6.9,18.3,61,Stress Froid,Couvrir/Protéger
2025-01-17,Sfax,34.76274,10.70886,11.7,14.1,9.3,73,13.6,13.6,26.6,63,Risque Fongique,Traitement Préventif
2025-01-18,Sfax,34.76274,10.70886,11.6,13.6,9.6,62,0.0,0.0,24.0,3,Risque Fongique,Traitement Préventif
2025-01-19,Sfax,34.76274,10.70886,11.35,15.3,7.4,70,0.0,0.0,12.3,3,Risque Fongique,Traitement Préventif
2025-01-20,Sfax,34.76274,10.70886,12.65,17.4,7.9,81,0.0,0.0,10.7,3,État Sain,Ne rien faire
2025-01-21,Sfax,34.76274,10.70886,11.95,16.7,7.2,69,0.0,0.0,18.2,1,État Sain,Ne rien faire
2025-01-22,Sfax,34.76274,10.70886,15.2,19.6,10.8,54,0.0,0.0,19.1,3,État Sain,Ne rien faire
2025-01-23,Sfax,34.76274,10.70886,15.85,20.3,11.4,51,0.0,0.0,18.1,3,État Sain,Ne rien faire
2025-01-24,Sfax,34.76274,10.70886,16.2,22.9,9.5,62,0.0,0.0,12.8,0,État Sain,Ne rien faire
2025-01-25,Sfax,34.76274,10.70886,13.85,18.4,9.3,71,0.6,0.6,19.4,53,État Sain,Ne rien faire
2025-01-26,Sfax,34.76274,10.70886,16.85,22.2,11.5,66,0.0,0.0,17.0,3,État Sain,Ne rien faire
2025-01-27,Sfax,34.76274,10.70886,16.299999999999997,21.9,10.7,66,0.0,0.0,19.0,3,État Sain,Ne rien faire
2025-01-28,Sfax,34.76274,10.70886,18.05,23.6,12.5,55,0.0,0.0,20.5,3,État Sain,Ne rien faire
2025-01-29,Sfax,34.76274,10.70886,13.45,17.5,9.4,65,6.8,6.8,25.1,63,État Sain,Ne rien faire
2025-01-30,Sfax,34.76274,10.70886,12.5,17.3,7.7,61,0.0,0.0,20.0,3,État Sain,Ne rien faire
2025-01-31,Sfax,34.76274,10.70886,13.3,17.6,9.0,76,0.0,0.0,13.9,3,État Sain,Ne rien faire
2025-02-01,Sfax,34.76274,10.70886,14.4,17.8,11.0,83,0.1,0.1,21.8,51,État Sain,Ne rien faire
2025-02-02,Sfax,34.76274,10.70886,13.2,17.4,9.0,69,0.0,0.0,16.3,1,État Sain,Ne rien faire
2025-02-03,Sfax,34.76274,10.70886,12.0,17.0,7.0,68,0.0,0.0,13.4,3,État Sain,Ne rien faire
2025-02-04,Sfax,34.76274,10.70886,13.0,16.7,9.3,76,0.6,0.6,15.5,51,État Sain,Ne rien faire
2025-02-05,Sfax,34.76274,10.70886,13.0,16.4,9.6,82,4.3,4.3,14.1,63,État Sain,Ne rien faire
2025-02-06,Sfax,34.76274,10.70886,12.8,16.3,9.3,82,0.2,0.2,14.8,51,État Sain,Ne rien faire
2025-02-07,Sfax,34.76274,10.70886,12.2,14.7,9.7,90,19.3,19.3,13.7,63,Risque Fongique,Traitement Préventif
2025-02-08,Sfax,34.76274,10.70886,14.1,17.3,10.9,83,10.2,10.2,15.9,63,Risque Fongique,Traitement Préventif
2025-02-09,Sfax,34.76274,10.70886,13.0,17.7,8.3,75,0.0,0.0,12.6,3,Risque Fongique,Traitement Préventif
2025-02-10,Sfax,34.76274,10.70886,12.9,16.4,9.4,75,0.2,0.2,16.9,51,Risque Fongique,Traitement Préventif
2025-02-11,Sfax,34.76274,10.70886,13.25,16.7,9.8,85,0.1,0.1,11.2,51,État Sain,Ne rien faire
2025-02-12,Sfax,34.76274,10.70886,12.95,16.9,9.0,85,0.0,0.0,14.2,3,État Sain,Ne rien faire
2025-02-13,Sfax,34.76274,10.70886,14.3,18.5,10.1,86,0.2,0.2,11.2,51,État Sain,Ne rien faire
2025-02-14,Sfax,34.76274,10.70886,14.85,19.2,10.5,79,0.1,0.1,19.2,51,État Sain,Ne rien faire
2025-02-15,Sfax,34.76274,10.70886,16.25,21.1,11.4,69,0.3,0.3,18.9,51,État Sain,Ne rien faire
2025-02-16,Sfax,34.76274,10.70886,13.15,17.8,8.5,69,0.0,0.0,11.7,3,État Sain,Ne rien faire
2025-02-17,Sfax,34.76274,10.70886,14.2,17.7,10.7,81,0.0,0.0,12.1,3,État Sain,Ne rien faire
2025-02-18,Sfax,34.76274,10.70886,13.95,18.1,9.8,80,0.0,0.0,12.2,3,État Sain,Ne rien faire
2025-02-19,Sfax,34.76274,10.70886,12.8,17.1,8.5,89,0.0,0.0,8.8,3,État Sain,Ne rien faire
2025-02-20,Sfax,34.76274,10.70886,14.6,18.0,11.2,83,0.0,0.0,13.0,1,État Sain,Ne rien faire
2025-02-21,Sfax,34.76274,10.70886,14.7,17.4,12.0,80,0.6,0.6,13.3,51,État Sain,Ne rien faire
2025-02-22,Sfax,34.76274,10.70886,14.15,16.6,11.7,75,0.2,0.2,11.8,51,État Sain,Ne rien faire
2025-02-23,Sfax,34.76274,10.70886,13.2,17.3,9.1,80,0.5,0.5,10.2,51,État Sain,Ne rien faire
2025-02-24,Sfax,34.76274,10.70886,14.75,18.6,10.9,75,0.4,0.4,12.3,51,État Sain,Ne rien faire
2025-02-25,Sfax,34.76274,10.70886,15.5,20.1,10.9,69,0.0,0.0,11.9,3,État Sain,Ne rien faire
2025-02-26,Sfax,34.76274,10.70886,15.9,20.4,11.4,57,1.0,1.0,18.5,51,État Sain,Ne rien faire
2025-02-27,Sfax,34.76274,10.70886,12.75,18.4,7.1,59,0.0,0.0,13.7,3,État Sain,Ne rien faire
2025-02-28,Sfax,34.76274,10.70886,14.95,19.7,10.2,61,0.0,0.0,15.0,3,État Sain,Ne rien faire
2025-03-01,Sfax,34.76274,10.70886,15.75,20.0,11.5,68,0.0,0.0,22.5,3,État Sain,Ne rien faire
2025-03-02,Sfax,34.76274,10.70886,17.05,20.3,13.8,72,0.0,0.0,20.6,3,État Sain,Ne rien faire
2025-03-03,Sfax,34.76274,10.70886,16.3,18.7,13.9,82,0.1,0.1,18.8,51,État Sain,Ne rien faire
2025-03-04,Sfax,34.76274,10.70886,14.75,17.6,11.9,83,0.8,0.8,14.2,53,État Sain,Ne rien faire
2025-03-05,Sfax,34.76274,10.70886,15.7,17.2,14.2,75,1.9,1.9,21.4,53,État Sain,Ne rien faire
2025-03-06,Sfax,34.76274,10.70886,15.85,17.0,14.7,80,9.3,9.3,25.2,63,Risque Fongique,Traitement Préventif
2025-03-07,Sfax,34.76274,10.70886,17.15,20.6,13.7,79,5.5,5.5,21.8,63,Risque Fongique,Traitement Préventif
2025-03-08,Sfax,34.76274,10.70886,16.55,20.5,12.6,82,0.1,0.1,13.2,51,Risque Fongique,Traitement Préventif
2025-03-09,Sfax,34.76274,10.70886,17.5,20.7,14.3,79,0.0,0.0,21.8,2,État Sain,Ne rien faire
2025-03-10,Sfax,34.76274,10.70886,21.3,26.2,16.4,61,0.0,0.0,19.9,3,État Sain,Ne rien faire
2025-03-11,Sfax,34.76274,10.70886,19.2,23.7,14.7,68,0.0,0.0,22.9,3,État Sain,Ne rien faire
2025-03-12,Sfax,34.76274,10.70886,19.5,24.3,14.7,80,0.0,0.0,16.2,3,État Sain,Ne rien faire
2025-03-13,Sfax,34.76274,10.70886,19.35,24.2,14.5,68,0.0,0.0,23.1,3,État Sain,Ne rien faire
2025-03-14,Sfax,34.76274,10.70886,24.65,30.6,18.7,38,0.0,0.0,25.5,3,Stress Hydrique,Irrigation
2025-03-15,Sfax,34.76274,10.70886,22.7,29.4,16.0,34,0.0,0.0,20.8,3,Stress Hydrique,Irrigation
2025-03-16,Sfax,34.76274,10.70886,16.45,19.9,13.0,66,0.0,0.0,15.0,3,État Sain,Ne rien faire
2025-03-17,Sfax,34.76274,10.70886,18.15,22.6,13.7,71,0.0,0.0,16.5,3,État Sain,Ne rien faire
2025-03-18,Sfax,34.76274,10.70886,19.35,24.8,13.9,66,0.0,0.0,16.8,3,État Sain,Ne rien faire
2025-03-19,Sfax,34.76274,10.70886,17.6,19.9,15.3,79,2.4,2.4,22.7,51,État Sain,Ne rien faire
2025-03-20,Sfax,34.76274,10.70886,17.2,19.3,15.1,74,0.1,0.1,18.3,51,État Sain,Ne rien faire
2025-03-21,Sfax,34.76274,10.70886,17.950000000000003,20.1,15.8,78,0.0,0.0,17.9,3,État Sain,Ne rien faire
2025-03-22,Sfax,34.76274,10.70886,22.1,27.6,16.6,50,0.0,0.0,25.5,3,État Sain,Ne rien faire
2025-03-23,Sfax,34.76274,10.70886,20.1,24.3,15.9,59,0.0,0.0,23.6,3,État Sain,Ne rien faire
2025-03-24,Sfax,34.76274,10.70886,19.75,24.8,14.7,66,0.0,0.0,18.5,3,État Sain,Ne rien faire
2025-03-25,Sfax,34.76274,10.70886,16.25,18.6,13.9,73,13.4,13.4,20.8,63,Risque Fongique,Traitement Préventif
2025-03-26,Sfax,34.76274,10.70886,16.4,20.2,12.6,65,0.2,0.2,19.7,51,Risque Fongique,Traitement Préventif
2025-03-27,Sfax,34.76274,10.70886,15.95,20.7,11.2,57,0.0,0.0,17.3,2,Risque Fongique,Traitement Préventif
2025-03-28,Sfax,34.76274,10.70886,17.05,22.3,11.8,57,0.0,0.0,14.2,3,État Sain,Ne rien faire
2025-03-29,Sfax,34.76274,10.70886,16.85,21.8,11.9,56,1.1,1.1,16.5,55,État Sain,Ne rien faire
2025-03-30,Sfax,34.76274,10.70886,14.5,18.8,10.2,62,1.7,1.7,19.7,51,État Sain,Ne rien faire
2025-03-31,Sfax,34.76274,10.70886,16.95,21.3,12.6,56,0.0,0.0,22.8,3,État Sain,Ne rien faire
2025-04-01,Sfax,34.76274,10.70886,16.9,21.5,12.3,52,0.0,0.0,24.4,3,État Sain,Ne rien faire
2025-04-02,Sfax,34.76274,10.70886,14.4,18.8,10.0,62,0.0,0.0,12.8,3,État Sain,Ne rien faire
2025-04-03,Sfax,34.76274,10.70886,17.5,20.9,14.1,74,0.0,0.0,15.4,0,État Sain,Ne rien faire
2025-04-04,Sfax,34.76274,10.70886,16.75,20.1,13.4,81,0.0,0.0,13.8,3,État Sain,Ne rien faire
2025-04-05,Sfax,34.76274,10.70886,18.15,22.7,13.6,80,0.0,0.0,12.7,3,État Sain,Ne rien faire
2025-04-06,Sfax,34.76274,10.70886,16.8,20.2,13.4,80,4.8,4.8,11.0,63,État Sain,Ne rien faire
2025-04-07,Sfax,34.76274,10.70886,16.85,20.5,13.2,73,2.3,2.3,14.5,61,État Sain,Ne rien faire
2025-04-08,Sfax,34.76274,10.70886,15.3,19.0,11.6,78,0.7,0.7,12.5,51,État Sain,Ne rien faire
2025-04-09,Sfax,34.76274,10.70886,16.55,20.7,12.4,76,0.0,0.0,15.1,1,État Sain,Ne rien faire
2025-04-10,Sfax,34.76274,10.70886,22.75,29.3,16.2,52,0.0,0.0,22.3,3,État Sain,Ne rien faire
2025-04-11,Sfax,34.76274,10.70886,17.1,20.6,13.6,79,0.0,0.0,16.1,3,État Sain,Ne rien faire
2025-04-12,Sfax,34.76274,10.70886,19.5,23.1,15.9,80,0.0,0.0,12.5,3,État Sain,Ne rien faire
2025-04-13,Sfax,34.76274,10.70886,19.95,22.9,17.0,74,0.0,0.0,23.3,3,État Sain,Ne rien faire
2025-04-14,Sfax,34.76274,10.70886,24.05,29.0,19.1,56,0.1,0.1,18.2,51,État Sain,Ne rien faire
2025-04-15,Sfax,34.76274,10.70886,21.4,26.0,16.8,68,0.0,0.0,18.7,2,État Sain,Ne rien faire
2025-04-16,Sfax,34.76274,10.70886,20.65,26.1,15.2,71,1.0,1.0,19.8,55,État Sain,Ne rien faire
2025-04-17,Sfax,34.76274,10.70886,17.75,23.1,12.4,43,0.0,0.0,24.8,3,État Sain,Ne rien faire
2025-04-18,Sfax,34.76274,10.70886,19.25,24.1,14.4,48,0.0,0.0,12.4,3,État Sain,Ne rien faire
2025-04-19,Sfax,34.76274,10.70886,19.950000000000003,23.8,16.1,66,0.0,0.0,12.5,3,État Sain,Ne rien faire
2025-04-20,Sfax,34.76274,10.70886,19.5,22.5,16.5,74,0.0,0.0,14.9,3,État Sain,Ne rien faire
2025-04-21,Sfax,34.76274,10.70886,16.9,19.2,14.6,76,6.3,6.3,25.1,63,État Sain,Ne rien faire
2025-04-22,Sfax,34.76274,10.70886,18.3,23.0,13.6,68,0.3,0.3,19.8,51,État Sain,Ne rien faire
2025-04-23,Sfax,34.76274,10.70886,17.9,23.1,12.7,71,0.3,0.3,13.3,51,État Sain,Ne rien faire
2025-04-24,Sfax,34.76274,10.70886,19.45,25.7,13.2,65,0.0,0.0,16.1,2,État Sain,Ne rien faire
2025-04-25,Sfax,34.76274,10.70886,19.5,24.6,14.4,65,0.0,0.0,16.1,3,État Sain,Ne rien faire
2025-04-26,Sfax,34.76274,10.70886,20.3,23.8,16.8,68,0.0,0.0,18.2,3,État Sain,Ne rien faire
2025-04-27,Sfax,34.76274,10.70886,19.3,24.3,14.3,71,0.1,0.1,17.5,51,État Sain,Ne rien faire
2025-04-28,Sfax,34.76274,10.70886,17.7,20.5,14.9,78,4.3,4.3,13.8,55,État Sain,Ne rien faire
2025-04-29,Sfax,34.76274,10.70886,16.700000000000003,20.1,13.3,79,2.7,2.7,16.7,61,État Sain,Ne rien faire
2025-04-30,Sfax,34.76274,10.70886,17.3,21.5,13.1,78,0.0,0.0,11.7,3,État Sain,Ne rien faire
2025-05-01,Sfax,34.76274,10.70886,19.7,24.0,15.4,71,0.1,0.1,11.6,51,État Sain,Ne rien faire
2025-05-02,Sfax,34.76274,10.70886,21.15,24.6,17.7,62,0.0,0.0,14.3,2,État Sain,Ne rien faire
2025-05-03,Sfax,34.76274,10.70886,20.9,24.5,17.3,67,0.0,0.0,12.1,3,État Sain,Ne rien faire
2025-05-04,Sfax,34.76274,10.70886,22.55,27.5,17.6,70,0.0,0.0,12.2,3,État Sain,Ne rien faire
2025-05-05,Sfax,34.76274,10.70886,22.950000000000003,27.1,18.8,67,0.2,0.2,17.3,51,État Sain,Ne rien faire
2025-05-06,Sfax,34.76274,10.70886,21.9,26.3,17.5,58,0.0,0.0,18.7,3,État Sain,Ne rien faire
2025-05-07,Sfax,34.76274,10.70886,22.0,25.9,18.1,59,0.0,0.0,18.1,3,État Sain,Ne rien faire
2025-05-08,Sfax,34.76274,10.70886,21.25,25.1,17.4,68,0.0,0.0,23.7,1,État Sain,Ne rien faire
2025-05-09,Sfax,34.76274,10.70886,22.55,27.5,17.6,64,0.0,0.0,20.2,2,État Sain,Ne rien faire
